Wenn nicht mehr Zahlen und Figuren

Und Schein und Feuer, Fackeln rot und Brand,	Uneasiness
Die drohn im Weiten mit gezückter Hand	Uneasiness
Und scheinen hoch von dunkler Wolkenwand.	Uneasiness


Vorstadt im Föhn

Am Abend liegt die Stätte öd und braun,	Uneasiness
Die Luft von gräulichem Gestank durchzogen.	Uneasiness
Das Donnern eines Zugs vom Brückenbogen -	Uneasiness
Und Spatzen flattern über Busch und Zaun.	Uneasiness

Geduckte Hütten, Pfade wirr verstreut,	Uneasiness --- Suspense
In Gärten Durcheinander und Bewegung,	Uneasiness --- Suspense
Bisweilen schwillt Geheul aus dumpfer Regung,	Uneasiness --- Suspense
In einer Kinderschar fliegt rot ein Kleid.	Uneasiness --- Suspense

Am Kehricht pfeift verliebt ein Rattenchor.	Uneasiness
In Körben tragen Frauen Eingeweide,	Uneasiness
Ein ekelhafter Zug voll Schmutz und Räude,	Uneasiness
Kommen sie aus der Dämmerung hervor.	Uneasiness

Und ein Kanal speit plötzlich feistes Blut	Uneasiness
Vom Schlachthaus in den stillen Fluß hinunter.	Uneasiness
Die Föhne färben karge Stauden bunter,	Uneasiness
Und langsam kriecht die Röte durch die Flut.	Uneasiness

Ein Flüstern, das in trübem Schlaf ertrinkt.	Uneasiness
Gebilde gaukeln auf aus Wassergräben,	Uneasiness
Vielleicht Erinnerung an ein früheres Leben,	Nostalgia --- Beauty / Joy
Die mit den warmen Winden steigt und sinkt.	Nostalgia --- Beauty / Joy

Aus Wolken tauchen schimmernde Alleen,	Beauty / Joy
Erfüllt von schönen Wägen, kühnen Reitern.	Beauty / Joy
Dann sieht man auch ein Schiff auf Klippen scheitern	Beauty / Joy
Und manchmal rosenfarbene Moscheen.	Beauty / Joy


Sehnsucht / Es schienen so golden die Sterne

Es schienen so golden die Sterne,	Nostalgia --- Beauty / Joy
Am Fenster ich einsam stand	Nostalgia --- Beauty / Joy
Und hörte aus weiter Ferne	Nostalgia --- Beauty / Joy
Ein Posthorn im stillen Land.	Nostalgia --- Beauty / Joy
Das Herz mir im Leib entbrennte,	Nostalgia --- Beauty / Joy
Da hab ich mir heimlich gedacht:	Nostalgia --- Beauty / Joy
Ach, wer da mitreisen könnte	Nostalgia --- Beauty / Joy
In der prächtigen Sommernacht!	Nostalgia --- Beauty / Joy

Zwei junge Gesellen gingen	Beauty / Joy
Vorüber am Bergeshang,	Beauty / Joy
Ich hörte im Wandern sie singen	Beauty / Joy
Die stille Gegend entlang:	Beauty / Joy
Von schwindelnden Felsenschlüften,	Nostalgia --- Beauty / Joy
Wo die Wälder rauschen so sacht,	Nostalgia --- Beauty / Joy
Von Quellen, die von den Klüften	Nostalgia --- Beauty / Joy
Sich stürzen in die Waldesnacht.	Nostalgia --- Beauty / Joy

Sie sangen von Marmorbildern,	Nostalgia --- Beauty / Joy
Von Gärten, die überm Gestein	Nostalgia --- Beauty / Joy
In dämmernden Lauben verwildern,	Nostalgia --- Beauty / Joy
Palästen im Mondenschein,	Nostalgia --- Beauty / Joy
Wo die Mädchen am Fenster lauschen,	Nostalgia --- Beauty / Joy
Wann der Lauten Klang erwacht	Nostalgia --- Beauty / Joy
Und die Brunnen verschlafen rauschen	Nostalgia --- Beauty / Joy
In der prächtigen Sommernacht. -	Nostalgia --- Beauty / Joy


Punkt

Die wüsten Straßen fließen lichterloh	Uneasiness
durch den erloschnen Kopf. Und tun mir weh.	Uneasiness
Ich fühle deutlich, daß ich bald vergeh -	Uneasiness --- Sadness
Dornrosen meines Fleisches, stecht nicht so.	Uneasiness --- Sadness

Die Nacht verschimmelt. Giftlaternenschein	Uneasiness
Hat, kriechend, sie mit grünem Dreck beschmiert.	Uneasiness
Das Herz ist wie ein Sack. Das Blut erfriert.	Uneasiness
Die Welt fällt um. Die Augen stürzen ein.	Uneasiness


An eine, die vorüberging

Der Straßenlärm betäubend zu mir drang.	Sadness
In großer Trauer, schlank, von Schmerz gestrafft,	Sadness
Schritt eine Frau vorbei, die mit der Hand gerafft,	Beauty / Joy
Den Saum des Kleides hob, der glockig schwang.	Beauty / Joy

Anmutig, wie gemeißelt war das Bein.	Beauty / Joy
Und ich, erstarrt, wie außer mich gebracht,	Beauty / Joy
Vom Himmel ihrer Augen, wo ein Sturm erwacht,	Beauty / Joy
Sog Süße, die betört, und Lust, die tötet, ein.	Beauty / Joy

Ein Blitz… dann Nacht! - Du Schöne, mir verloren,	Sadness
Durch deren Blick ich jählings neu geboren,	Sadness
Werd ich in Ewigkeit dich erst wiedersehn?	Sadness

Woanders, weit von hier! zu spät! soll’s nie geschehn?	Sadness
Dein Ziel ist mir und dir das meine unbekannt.	Sadness
Dich hätte ich geliebt, und du hast es geahnt!	Sadness


Es ist alles eitel / Alles ist eitel

Du siehst, wohin du siehst nur  Eitelkeit auf Erden.	Sadness --- Awe / Sublime
Was dieser heute baut, reißt jener morgen ein:	Sadness --- Awe / Sublime
Wo itzund Städte stehn, wird eine Wiese sein	Sadness --- Awe / Sublime
Auf der ein Schäferskind wird spielen mit den Herden:	Sadness --- Awe / Sublime

Was itzund prächtig blüht, soll bald zertreten werden.	Sadness --- Awe / Sublime
Was itzt so pocht und trotzt ist Morgen Asch und Bein	Sadness --- Awe / Sublime
Nichts ist, das ewig sei, kein Erz, kein Marmorstein.	Awe / Sublime --- Sadness
Itzt lacht das Glück uns an, bald donnern die Beschwerden.	Awe / Sublime --- Sadness

Der hohen Taten Ruhm muß wie ein Traum vergehn.	Awe / Sublime --- Sadness
Soll denn das Spiel der Zeit, der leichte Mensch bestehn?	Awe / Sublime --- Sadness
Ach! was ist alles dies, was wir für köstlich achten,	Awe / Sublime --- Sadness

Als schlechte Nichtigkeit, als Schatten, Staub und Wind;	Awe / Sublime --- Sadness
Als eine Wiesenblum, die man nicht wiederfind't.	Awe / Sublime --- Sadness
Noch will was ewig ist kein einig Mensch betrachten!	Awe / Sublime --- Sadness


Verfall

Am Abend, wenn die Glocken Frieden läuten,	Beauty / Joy
Folg ich der Vögel wundervollen Flügen,	Beauty / Joy
Die lang geschart, gleich frommen Pilgerzügen,	Beauty / Joy
Entschwinden in den herbstlich klaren Weiten.	Beauty / Joy

Hinwandelnd durch den dämmervollen Garten	Nostalgia --- Beauty / Joy
Träum ich nach ihren helleren Geschicken	Nostalgia --- Beauty / Joy
Und fühl der Stunden Weiser kaum mehr rücken.	Nostalgia --- Beauty / Joy
So folg ich über Wolken ihren Fahrten.	Nostalgia --- Beauty / Joy

Da macht ein Hauch mich von Verfall erzittern.	Uneasiness
Die Amsel klagt in den entlaubten Zweigen.	Uneasiness
Es schwankt der rote Wein an rostigen Gittern,	Uneasiness

Indes wie blasser Kinder Todesreigen	Uneasiness
Um dunkle Brunnenränder, die verwittern,	Uneasiness
Im Wind sich fröstelnd blaue Astern neigen.	Uneasiness


Das Göttliche

Edel sei der Mensch	Beauty / Joy
Hilfreich und gut!	Beauty / Joy
Denn das allein	Beauty / Joy
Unterscheidet ihn	Beauty / Joy
Von allen Wesen,	Beauty / Joy
Die wir kennen.	Beauty / Joy

Heil den unbekannten	Beauty / Joy
Höhern Wesen	Beauty / Joy
Die wir ahnen!	Beauty / Joy
Ihnen gleiche der Mensch!	Beauty / Joy
Sein Beispiel lehr uns	Beauty / Joy
Jene glauben.	Beauty / Joy

Denn unfühlend	Awe / Sublime
Ist die Natur:	Awe / Sublime
Es leuchtet die Sonne	Awe / Sublime
Über Bös und Gute	Awe / Sublime
Und dem Verbrecher	Awe / Sublime
Glänzen wie dem Besten	Awe / Sublime
der Mond und die Sterne.	Awe / Sublime

Wind und Ströme,	Awe / Sublime
Donner und Hagel	Awe / Sublime
Rauschen ihren Weg	Awe / Sublime
Und ergreifen	Awe / Sublime
Vorüber eilend	Awe / Sublime
Einen um den andern.	Awe / Sublime

Auchso das Glück	Awe / Sublime
Tappt unter die Menge,	Awe / Sublime
Faßt bald des Knaben	Awe / Sublime
Lockige Unschuld,	Awe / Sublime
Bald auch den kahlen	Awe / Sublime
Schuldigen Scheitel.	Awe / Sublime

Nach ewigen, ehrnen,	Awe / Sublime
Großen Gesetzen	Awe / Sublime
Müssen wir alle	Awe / Sublime
Unseres Daseins	Awe / Sublime
Kreise vollenden.	Awe / Sublime

Nur allein der Mensch	Awe / Sublime --- Vitality
Vermag das Unmögliche:	Awe / Sublime --- Vitality
Er unterscheidet,	Awe / Sublime --- Vitality
Wählet und richtet;	Awe / Sublime --- Vitality
Er kann dem Augenblick	Awe / Sublime --- Vitality
Dauer verleihen.	Awe / Sublime --- Vitality

Er allein darf	Awe / Sublime
Den Guten lohnen,	Awe / Sublime
Den Bösen strafen,	Awe / Sublime
Heilen und retten,	Awe / Sublime
Alles Irrende, Schweifende	Awe / Sublime
Nützlich verbinden.	Awe / Sublime

Und wir verehren	Awe / Sublime
Die Unsterblichen,	Awe / Sublime
Als wären sie Menschen,	Awe / Sublime
Täten im großen,	Awe / Sublime
Was der Beste im kleinen	Awe / Sublime
tut oder möchte.	Awe / Sublime

Der edle Mensch	Vitality
Sei hilfreich und gut!	Vitality
Unermüdet schaff er	Vitality
Das Nützliche, Rechte,	Vitality
Sei uns ein Vorbild	Vitality
Jener geahneten Wesen.	Vitality


Abendlied / Der Mond ist aufgegangen

Der Mond ist aufgegangen,	Beauty / Joy
Die goldnen Sternlein prangen	Beauty / Joy
Am Himmel hell und klar;	Beauty / Joy
Der Wald steht schwarz und schweiget,	Beauty / Joy
Und aus den Wiesen steiget	Beauty / Joy
Der weiße Nebel wunderbar.	Beauty / Joy

Wie ist die Welt so stille,	Beauty / Joy
Und in der Dämmrung Hülle	Beauty / Joy
So traulich und so hold!	Beauty / Joy
Als eine stille Kammer,	Beauty / Joy
Wo ihr des Tages Jammer	Beauty / Joy
Verschlafen und vergessen sollt.	Beauty / Joy

Seht ihr den Mond dort stehen?	Beauty / Joy
Er ist nur halb zu sehen,	Beauty / Joy
Und ist doch rund und schön!	Beauty / Joy
So sind wohl manche Sachen,	Awe / Sublime
Die wir getrost belachen,	Awe / Sublime
Weil unsre Augen sie nicht sehn.	Awe / Sublime

Wir stolze Menschenkinder	Awe / Sublime
Sind eitel arme Sünder	Awe / Sublime
Und wissen gar nicht viel;	Awe / Sublime
Wir spinnen Luftgespinste	Awe / Sublime
Und suchen viele Künste	Awe / Sublime
Und kommen weiter von dem Ziel.	Awe / Sublime

Gott, laß uns dein Heil schauen,	Awe / Sublime --- Vitality
Auf nichts Vergänglichs trauen,	Awe / Sublime --- Vitality
Nicht Eitelkeit uns freun!	Awe / Sublime --- Vitality
Laß uns einfältig werden	Awe / Sublime --- Vitality
Und vor dir hier auf Erden	Awe / Sublime --- Vitality
Wie Kinder fromm und fröhlich sein!	Awe / Sublime --- Vitality

Wollst endlich sonder Grämen	Awe / Sublime --- Vitality
Aus dieser Welt uns nehmen	Awe / Sublime --- Vitality
Durch einen sanften Tod!	Awe / Sublime --- Vitality
Und, wenn du uns genommen,	Awe / Sublime --- Vitality
Laß uns in Himmel kommen,	Awe / Sublime --- Vitality
Du unser Herr und unser Gott!	Awe / Sublime --- Vitality

So legt euch denn, ihr Brüder,	Vitality --- Awe / Sublime
In Gottes Namen nieder;	Vitality --- Awe / Sublime
Kalt ist der Abendhauch.	Vitality --- Awe / Sublime
Verschon uns, Gott! mit Strafen,	Vitality --- Awe / Sublime
Und laß uns ruhig schlafen!	Vitality --- Awe / Sublime
Und unsern kranken Nachbar auch!	Vitality --- Awe / Sublime


Ach Liebste lass uns eilen

Ach Liebste, laß uns eilen,	Vitality
Wir haben Zeit,	Vitality
Es schadet uns verweilen	Vitality
Uns beyderseit.	Vitality

Der edlen Schönheit Gaben	Sadness
Fliehen Fuß für Fuß,	Sadness
Daß alles, was wir haben,	Sadness
Verschwinden muß.	Sadness

Der Wangen Ziehr verbleichet,	Sadness
Das Haar wird greiß,	Sadness
Der Augen Feuer weichet,	Sadness
Die Brunst wird Eiß.	Sadness

Das Mündlein von Corallen	Sadness
Wird ungestalt,	Sadness
Die Händ' als Schnee verfallen,	Sadness
Und du wirst alt.	Sadness

Drumb laß uns jetzt geniessen	Vitality
Der Jugend Frucht,	Vitality
Eh' als wir folgen müssen	Vitality --- Sadness
Der Jahre Flucht.	Vitality --- Sadness

Wo du dich selber liebest,	Beauty / Joy
So liebe mich,	Beauty / Joy
Gieb mir das, wann du giebest,	Beauty / Joy
Verlier auch ich.	Beauty / Joy


Künstlers Abendlied

Ach, daß die inn're Schöpfungskraft	Vitality
Durch meinen Sinn erschölle!	Vitality
Daß eine Bildung voller Saft	Vitality
Aus meinen Fingern quölle!	Vitality

Ich zittre nur, ich stottre nur	Vitality
Und kann es doch nicht lassen;	Vitality
Ich fühl', ich kenne dich, Natur,	Vitality
Und so muß ich dich fassen.	Vitality

Bedenk' ich dann, wie manches Jahr	Nostalgia --- Beauty / Joy
Sich schon mein Sinn erschließet,	Nostalgia --- Beauty / Joy
Wie er, wo dürre Heide war,	Nostalgia --- Beauty / Joy
Nun Freudenquell genießet:	Nostalgia --- Beauty / Joy

Wie sehn' ich mich, Natur, nach dir,	Beauty / Joy
Dich treu und lieb zu fühlen!	Beauty / Joy
Ein lust'ger Springbrunn, wirst du mir	Beauty / Joy
Aus tausend Röhren spielen.	Beauty / Joy

Wirst alle meine Kräfte mir	Beauty / Joy
In meinem Sinn erheitern,	Beauty / Joy
Und dieses enge Dasein hier	Beauty / Joy
Zur Ewigkeit erweitern.	Beauty / Joy


Wiegenlied

Deutschland - auf weichem Pfühle	Humor
Mach' dir den Kopf nicht schwer!	Humor
Im irdischen Gewühle	Humor
Schlafe, was willst du mehr?	Humor

Laß jede Freiheit dir rauben,	Annoyance --- Humor
Setze dich nicht zur Wehr,	Annoyance --- Humor
Du behältst ja den christlichen Glauben:	Humor --- Annoyance
Schlafe, was willst du mehr?	Humor --- Annoyance

Und ob man dir alles verböte,	Humor --- Annoyance
Doch gräme dich nicht zu sehr,	Humor --- Annoyance
Du hast ja Schiller und Goethe:	Humor --- Annoyance
Schlafe, was willst du mehr?	Humor --- Annoyance

Dein König beschützt die Kamele	Annoyance --- Humor
Und macht sie pensionär,	Annoyance --- Humor
Dreihundert Taler die Seele:	Annoyance --- Humor
Schlafe, was willst du mehr?	Annoyance --- Humor

Es fechten dreihundert Blätter	Annoyance --- Humor
Im Schatten, ein Sparterheer;	Annoyance --- Humor
Und täglich erfährst du das Wetter:	Annoyance --- Humor
Schlafe, was willst du mehr?	Annoyance --- Humor

Kein Kind läuft ohne Höschen	Annoyance --- Humor
Am Rhein, dem freien, umher:	Annoyance --- Humor
Mein Deutschland, mein Dornröschen,	Annoyance --- Humor
Schlafe, was willst du mehr?	Annoyance --- Humor


Einsamkeit

In dieser Einsamkeit, der mehr denn öden Wüsten,	Beauty / Joy
Gestreckt auf wildes Kraut, an die bemooste See:	Beauty / Joy
Beschau ich jenes Tal und dieser Felsen Höh',	Beauty / Joy
Auf welchem Eulen nur und stille Vögel nisten.	Beauty / Joy

Hier, fern von dem Palast; weit von des Pöbels Lüsten,	Awe / Sublime
Betracht' ich: wie der Mensch in Eitelkeit vergeh',	Awe / Sublime
Wie, auf nicht festem Grund all unser Hoffen steh',	Awe / Sublime
Wie die vor Abend schmähn, die vor dem Tag uns grüßten.	Awe / Sublime

Die Höll', der rauhe Wald, der Totenkopf, der Stein,	Uneasiness
Den auch die Zeit auffrisst, die abgezehrten Bein'	Uneasiness
Entwerfen in dem Mut unzählige Gedanken.	Uneasiness

Der Mauern alter Graus, dies unbebaute Land	Awe / Sublime
Ist schön und fruchtbar mir, der eigentlich erkannt,	Awe / Sublime
dass alles, ohn' ein' Geist, den Gott selbst hält, muss wanken.	Awe / Sublime


Abschied

O Täler weit, o Höhen,	Vitality
O schöner, grüner Wald,	Vitality
Du meiner Lust und Wehen	Vitality
Andächt'ger Aufenthalt!	Vitality
Da draußen, stets betrogen,	Vitality
Saust die geschäft'ge Welt,	Vitality
Schlag noch einmal die Bogen	Vitality
Um mich, du grünes Zelt!	Vitality

Wenn es beginnt zu tagen,	Beauty / Joy
Die Erde dampft und blinkt,	Beauty / Joy
Die Vögel lustig schlagen,	Beauty / Joy
Daß dir dein Herz erklingt:	Beauty / Joy
Da mag vergehn, verwehen	Beauty / Joy --- Vitality
Das trübe Erdenleid,	Beauty / Joy --- Vitality
Da sollst du auferstehen	Beauty / Joy --- Vitality
In junger Herrlichkeit!	Beauty / Joy --- Vitality

Da steht im Wald geschrieben	Awe / Sublime --- Beauty / Joy
Ein stilles, ernstes Wort	Awe / Sublime --- Beauty / Joy
Von rechtem Tun und Lieben,	Awe / Sublime --- Beauty / Joy
Und was des Menschen Hort.	Awe / Sublime --- Beauty / Joy
Ich habe treu gelesen	Awe / Sublime --- Beauty / Joy
Die Worte, schlicht und wahr,	Awe / Sublime --- Beauty / Joy
Und durch mein ganzes Wesen	Awe / Sublime --- Beauty / Joy
Wards unaussprechlich klar.	Awe / Sublime --- Beauty / Joy

Bald werd ich dich verlassen,	Nostalgia --- Beauty / Joy
Fremd in der Fremde gehn,	Nostalgia --- Beauty / Joy
Auf buntbewegten Gassen	Nostalgia --- Beauty / Joy
Des Lebens Schauspiel sehn;	Nostalgia --- Beauty / Joy
Und mitten in dem Leben	Awe / Sublime
Wird deines Ernsts Gewalt	Awe / Sublime
Mich Einsamen erheben,	Awe / Sublime
So wird mein Herz nicht alt.	Awe / Sublime


Frische Fahrt

Laue Luft kommt blau geflossen,	Vitality --- Beauty / Joy
Frühling, Frühling soll es sein!	Vitality --- Beauty / Joy
Waldwärts Hörnerklang geschossen,	Vitality --- Beauty / Joy
Mutger Augen lichter Schein;	Vitality --- Beauty / Joy
Und das Wirren bunt und bunter	Vitality --- Beauty / Joy
Wird ein magisch wilder Fluß,	Vitality --- Beauty / Joy
In die schöne Welt hinunter	Vitality --- Beauty / Joy
Lockt dich dieses Stromes Gruß.	Vitality --- Beauty / Joy

Und ich mag mich nicht bewahren!	Vitality
Weit von euch treibt mich der Wind,	Vitality
Auf dem Strome will ich fahren,	Vitality
Von dem Glanze selig blind!	Vitality
Tausend Stimmen lockend schlagen,	Vitality
Hoch Aurora flammend weht,	Vitality
Fahre zu! Ich mag nicht fragen,	Vitality
Wo die Fahrt zu Ende geht!	Vitality


Mächtiges Überraschen

Ein Strom entrauscht umwölktem Felsensaale,	Vitality
Dem Ozean sich eilig zu verbinden;	Vitality
Was auch sich spiegeln mag von Grund zu Gründen,	Vitality
Er wandelt unaufhaltsam fort zu Tale.	Vitality

Dämonisch aber stürzt mit einem Male -	Suspense
Ihr folgen Berg und Wald in Wirbelwinden -	Suspense
Sich Oreas, Behagen dort zu finden,	Suspense
Und hemmt den Lauf, begrenzt die weite Schale.	Suspense

Die Welle sprüht, und staunt zurück und weichet,	Vitality
Und schwillt bergan, sich immer selbst zu trinken;	Vitality
Gehemmt ist nun zum Vater hin das Streben.	Vitality

Sie schwankt und ruht, zum See zurückgedeichet;	Vitality
Gestirne, spiegelnd sich, beschau'n das Blinken	Awe / Sublime
Des Wellenschlags am Fels, ein neues Leben.	Awe / Sublime


Der Aufbruch

Einmal schon haben Fanfaren mein ungeduldiges Herz blutig gerissen,	Uneasiness
Dass es, aufsteigend wie ein Pferd, sich wütend ins Gezäum verbissen.	Uneasiness
Damals schlug Tamburmarsch den Sturm auf allen Wegen,	Uneasiness
Und herrlichste Musik der Erde hieß uns Kugelregen.	Uneasiness
Dann, plötzlich, stand Leben stille. Wege führten zwischen alten Bäumen.	Beauty / Joy
Gemächer lockten. Es war süß, zu weilen und sich versäumen,	Beauty / Joy
Von Wirklichkeit den Leib so wie von staubiger Rüstung zu entketten,	Beauty / Joy
Wollüstig sich in Daunen weicher Traumstunden einzubetten.	Beauty / Joy
Aber eines Morgens rollte durch Nebelluft das Echo von Signalen,	Suspense
Hart, scharf, wie Schwerthieb pfeifend. Es war, wie wenn im Dunkel plötzlich Lichter aufstrahlen.	Suspense
Es war, wie wenn durch Biwakfrühe Trompetenstöße klirren,	Suspense
Die Schlafenden aufspringen und die Zelte abschlagen und die Pferde schirren.	Suspense
Ich war in Reihen eingeschient, die in den Morgen stießen, Feuer über Helm und Bügel,	Suspense
Vorwärts, in Blick und Blut die Schlacht, mit vorgehaltnem Zügel.	Suspense
Vielleicht würden uns am Abend Siegesmärsche umstreichen,	Uneasiness
Vielleicht lägen wir irgendwo ausgestreckt unter Leichen.	Uneasiness
Aber vor dem Erraffen und vor dem Versinken	Vitality
Würden unsre Augen sich an Welt und Sonne satt und glühend trinken.	Vitality


Gefunden

Ich ging im Walde	Beauty / Joy
So vor mich hin,	Beauty / Joy
Und nichts zu suchen,	Beauty / Joy
Das war mein Sinn.	Beauty / Joy

Im Schatten sah ich	Beauty / Joy
Ein Blümlein stehn,	Beauty / Joy
Wie Sterne blinkend,	Beauty / Joy
Wie Äuglein schön.	Beauty / Joy

Ich wollt es brechen,	Beauty / Joy
Da sagt' es fein:	Beauty / Joy
Soll ich zum Welken	Beauty / Joy
Gebrochen sein?	Beauty / Joy

Mit allen Wurzeln	Beauty / Joy
Hob ich es aus,	Beauty / Joy
Und trugs zum Garten	Beauty / Joy
Am hübschen Haus.	Beauty / Joy

Ich pflanzt es wieder	Beauty / Joy
Am kühlen Ort;	Beauty / Joy
Nun zweigt und blüht es	Beauty / Joy
Mir immer fort.	Beauty / Joy


Die Beiden

Sie trug den Becher in der Hand -	Suspense --- Beauty / Joy
Ihr Kinn und Mund glich seinem Rand -,	Suspense --- Beauty / Joy
So leicht und sicher war ihr Gang,	Suspense --- Beauty / Joy
Kein Tropfen aus dem Becher sprang.	Suspense --- Beauty / Joy

So leicht und fest war seine Hand:	Suspense
Er ritt auf einem jungen Pferde,	Suspense
Und mit nachlässiger Gebärde	Suspense
Erzwang er, daß es zitternd stand.	Suspense

Jedoch, wenn er aus ihrer Hand	Beauty / Joy
Den leichten Becher nehmen sollte,	Beauty / Joy
So war es beiden allzu schwer:	Beauty / Joy
Denn beide bebten sie so sehr,	Beauty / Joy
Daß keine Hand die andre fand	Beauty / Joy
Und dunkler Wein am Boden rollte.	Beauty / Joy


Die Bürgschaft

Zu Dionys, dem Tyrannen, schlich	Suspense
Damon, den Dolch im Gewande:	Suspense
Ihn schlugen die Häscher in Bande,	Suspense
"Was wolltest du mit dem Dolche? sprich!"	Suspense
Entgegnet ihm finster der Wüterich.	Suspense
"Die Stadt vom Tyrannen befreien!"	Suspense
"Das sollst du am Kreuze bereuen."	Suspense --- Uneasiness

"Ich bin", spricht jener, "zu sterben bereit	Suspense
Und bitte nicht um mein Leben:	Suspense
Doch willst du Gnade mir geben,	Suspense
Ich flehe dich um drei Tage Zeit,	Suspense
Bis ich die Schwester dem Gatten gefreit;	Suspense
Ich lasse den Freund dir als Bürgen,	Suspense
Ihn magst du, entrinn' ich, erwürgen."	Suspense

Da lächelt der König mit arger List	Suspense
Und spricht nach kurzem Bedenken:	Suspense
"Drei Tage will ich dir schenken;	Suspense
Doch wisse, wenn sie verstrichen, die Frist,	Suspense --- Uneasiness
Eh' du zurück mir gegeben bist,	Suspense --- Uneasiness
So muß er statt deiner erblassen,	Suspense --- Uneasiness
Doch dir ist die Strafe erlassen."	Suspense --- Uneasiness

Und er kommt zum Freunde: "Der König gebeut,	Suspense
Daß ich am Kreuz mit dem Leben	Suspense
Bezahle das frevelnde Streben.	Suspense
Doch will er mir gönnen drei Tage Zeit,	Suspense
Bis ich die Schwester dem Gatten gefreit;	Suspense
So bleib du dem König zum Pfande,	Suspense
Bis ich komme zu lösen die Bande."	Suspense

Und schweigend umarmt ihn der treue Freund	Sadness
Und liefert sich aus dem Tyrannen;	Sadness
Der andere ziehet von dannen.	Sadness
Und ehe das dritte Morgenrot scheint,	Beauty / Joy
Hat er schnell mit dem Gatten die Schwester vereint,	Beauty / Joy
Eilt heim mit sorgender Seele,	Beauty / Joy
Damit er die Frist nicht verfehle.	Beauty / Joy

Da gießt unendlicher Regen herab,	Suspense --- Uneasiness
Von den Bergen stürzen die Quellen,	Suspense --- Uneasiness
Und die Bäche, die Ströme schwellen.	Suspense --- Uneasiness
Und er kommt ans Ufer mit wanderndem Stab,	Suspense --- Uneasiness
Da reißet die Brücke der Strudel herab,	Suspense --- Uneasiness
Und donnernd sprengen die Wogen	Suspense --- Uneasiness
Des Gewölbes krachenden Bogen.	Suspense --- Uneasiness

Und trostlos irrt er an Ufers Rand:	Suspense --- Sadness
Wie weit er auch spähet und blicket	Suspense --- Sadness
Und die Stimme, die rufende, schicket.	Suspense --- Sadness
Da stößet kein Nachen vom sichern Strand,	Suspense --- Sadness
Der ihn setze an das gewünschte Land,	Suspense --- Sadness
Kein Schiffer lenket die Fähre,	Suspense --- Sadness
Und der wilde Strom wird zum Meere.	Suspense --- Sadness

Da sinkt er ans Ufer und weint und fleht,	Suspense --- Sadness
Die Hände zum Zeus erhoben:	Suspense --- Sadness
"O hemme des Stromes Toben!	Suspense --- Sadness
Es eilen die Stunden, im Mittag steht	Suspense --- Sadness
Die Sonne, und wenn sie niedergeht	Suspense --- Sadness
Und ich kann die Stadt nicht erreichen,	Suspense --- Sadness
So muß der Freund mir erbleichen."	Suspense --- Sadness

Doch wachsend erneut sich des Stromes Wut,	Suspense --- Uneasiness
Und Welle auf Welle zerrinnet,	Suspense --- Uneasiness
Und Stunde an Stunde ertrinnet.	Suspense --- Uneasiness
Da treibt ihn die Angst, da faßt er sich Mut	Suspense --- Vitality
Und wirft sich hinein in die brausende Flut	Suspense --- Vitality
Und teilt mit gewaltigen Armen	Suspense --- Vitality
Den Strom, und ein Gott hat Erbarmen.	Suspense --- Vitality

Und gewinnt das Ufer und eilet fort	Suspense --- Beauty / Joy
Und danket dem rettenden Gotte;	Suspense --- Beauty / Joy
Da stürzet die raubende Rotte	Suspense --- Uneasiness
Hervor aus des Waldes nächtlichem Ort,	Suspense --- Uneasiness
Den Pfad ihm sperrend, und schnaubert Mord	Suspense --- Uneasiness
Und hemmet des Wanderers Eile	Suspense --- Uneasiness
Mit drohend geschwungener Keule.	Suspense --- Uneasiness

"Was wollt ihr?" ruft er vor Schrecken bleich,	Suspense
"Ich habe nichts als mein Leben,	Suspense
Das muß ich dem Könige geben!"	Suspense
Und entreißt die Keule dem nächsten gleich:	Suspense
"Um des Freundes willen erbarmet euch!"	Suspense
Und drei mit gewaltigen Streichen	Suspense
Erlegt er, die andern entweichen.	Suspense

Und die Sonne versendet glühenden Brand,	Suspense
Und von der unendlichen Mühe	Suspense
Ermattet sinken die Kniee.	Suspense
"O hast du mich gnädig aus Räubershand,	Sadness
Aus dem Strom mich gerettet ans heilige Land,	Sadness
Und soll hier verschmachtend verderben,	Sadness
Und der Freund mir, der liebende, sterben!"	Sadness

Und horch! da sprudelt es silberhell,	Suspense --- Beauty / Joy
Ganz nahe, wie rieselndes Rauschen,	Suspense --- Beauty / Joy
Und stille hält er, zu lauschen;	Suspense --- Beauty / Joy
Und sieh, aus dem Felsen, geschwätzig, schnell,	Beauty / Joy
Springt murmelnd hervor ein lebendiger Quell,	Beauty / Joy
Und freudig bückt er sich nieder	Beauty / Joy
Und erfrischet die brennenden Glieder.	Beauty / Joy

Und die Sonne blickt durch der Zweige Grün	Beauty / Joy
Und malt auf den glänzenden Matten	Beauty / Joy
Der Bäume gigantische Schatten;	Beauty / Joy
Und zwei Wanderer sieht er die Straße ziehn,	Suspense
Will eilenden Laufes vorüber fliehn,	Suspense
Da hört er die Worte sie sagen:	Suspense
